CNY/GBP,0.1223000000
CNY/AUD,0.2151000000
CNY/CAD,0.1875000000
CNY/CHF,0.1383000000
CNY/HKD,1.0921000000
CNY/SGD,0.1952000000
CNY/SEK,1.5158000000
CNY/KRW,195.2400000000
CNY/NOK,1.4229000000
CNY/NZD,0.2348000000
CNY/INR,11.4033000000
CNY/MXN,2.7136000000
CNY/TWD,4.4520000000
CNY/ZAR,2.4891000000
CNY/BRL,0.7034000000
CNY/DKK,1.0396000000
CNY/PLN,0.6541000000
CNY/THB,5.1867000000
CNY/ILS,0.4934000000
CNY/IDR,2189.1900000000
CNY/CZK,3.4031000000
CNY/AED,0.5110000000
CNY/TRY,2.5830000000
CNY/HUF,56.1898000000
CNY/CLP,128.6700000000
CNY/SAR,0.5228000000
AUD/USD,0.6466000000
AUD/EUR,0.6489000000
AUD/JPY,94.8200000000
AUD/GBP,0.5682000000
AUD/CNY,4.6443000000
AUD/CAD,0.8715000000
AUD/CHF,0.6426000000
AUD/HKD,5.0754000000
AUD/SGD,0.9074000000
AUD/SEK,7.0448000000
AUD/KRW,907.3700000000
AUD/NOK,6.6128000000
AUD/NZD,1.0913000000
AUD/INR,52.9970000000
AUD/MXN,12.6112000000
AUD/TWD,20.6906000000
AUD/ZAR,11.5681000000
AUD/BRL,3.2690000000
AUD/DKK,4.8315000000
AUD/PLN,3.0400000000
AUD/THB,24.1100000000
AUD/ILS,2.2928000000
AUD/IDR,10174.2500000000
AUD/CZK,15.8158000000
AUD/AED,2.3748000000
AUD/TRY,12.0046000000
AUD/HUF,261.1423000000
AUD/CLP,597.9951000000
AUD/SAR,2.4296000000
CAD/USD,0.7419000000
CAD/EUR,0.7446000000
CAD/JPY,108.7500000000
CAD/GBP,0.6519000000
CAD/CNY,5.3287000000
CAD/AUD,1.1470000000
CAD/CHF,0.7373000000
CAD/HKD,5.8234000000
CAD/SGD,1.0411000000
CAD/SEK,8.0831000000
CAD/KRW,1041.0900000000
CAD/NOK,7.5874000000
CAD/NZD,1.2521000000
CAD/INR,60.8072000000
CAD/MXN,14.4698000000
CAD/TWD,23.7399000000
CAD/ZAR,13.2729000000
CAD/BRL,3.7508000000
CAD/DKK,5.5436000000
CAD/PLN,3.4880000000
CAD/THB,27.6600000000
CAD/ILS,2.6308000000
CAD/IDR,11673.7100000000
CAD/CZK,18.1467000000
CAD/AED,2.7248000000
CAD/TRY,13.7738000000
CAD/HUF,299.6300000000
CAD/CLP,686.1266000000
CAD/SAR,2.7877000000
CHF/USD,1.0058000000
CHF/EUR,1.0095000000
CHF/JPY,147.4500000000
CHF/GBP,0.8839000000
CHF/CNY,7.2245000000
CHF/AUD,1.5551000000
CHF/CAD,1.3557000000
CHF/HKD,7.8939000000
CHF/SGD,1.4115000000
CHF/SEK,10.9588000000
CHF/KRW,1411.4770000000
CHF/NOK,10.2867000000
CHF/NZD,1.6976000000
CHF/INR,82.4400000000
CHF/MXN,19.6177000000
CHF/TWD,32.1857000000
CHF/ZAR,17.9950000000
CHF/BRL,5.0852000000
CHF/DKK,7.5158000000
CHF/PLN,4.7289000000
CHF/THB,37.5000000000
CHF/ILS,3.5667000000
CHF/IDR,15826.8000000000
CHF/CZK,24.6030000000
CHF/AED,3.6942000000
CHF/TRY,18.6740000000
CHF/HUF,406.2261000000
CHF/CLP,930.2253000000
CHF/SAR,3.7794000000
HKD/USD,0.1274000000
HKD/EUR,0.1278000000
HKD/JPY,18.6739000000
HKD/GBP,0.1119000000
HKD/CNY,0.9150000000
HKD/AUD,0.1970000000
HKD/CAD,0.1717000000
HKD/CHF,0.1266000000
HKD/SGD,0.1788000000
HKD/SEK,1.3885000000
HKD/KRW,178.7600000000
HKD/NOK,1.3028000000
HKD/NZD,0.2150000000
HKD/INR,10.4410000000
HKD/MXN,2.4846000000
HKD/TWD,4.0763000000
HKD/ZAR,2.2791000000
HKD/BRL,0.6440000000
HKD/DKK,0.9519000000
HKD/PLN,0.5989000000
HKD/THB,4.7490000000
HKD/ILS,0.4517000000
HKD/IDR,2004.4600000000
HKD/CZK,3.1159000000
HKD/AED,0.4679000000
HKD/TRY,2.3651000000
HKD/HUF,51.4484000000
HKD/CLP,117.8127000000
HKD/SAR,0.4787000000
SGD/USD,0.7124000000
SGD/EUR,0.7149000000
SGD/JPY,104.4237000000
SGD/GBP,0.6260000000
SGD/CNY,5.1165000000
SGD/AUD,1.1013000000
SGD/CAD,0.9601000000
SGD/CHF,0.7079000000
SGD/HKD,5.5915000000
SGD/SEK,7.7612000000
SGD/KRW,999.6400000000
SGD/NOK,7.2852000000
SGD/NZD,1.2023000000
SGD/INR,58.3860000000
SGD/MXN,13.8936000000
SGD/TWD,22.7946000000
SGD/ZAR,12.7444000000
SGD/BRL,3.6014000000
SGD/DKK,5.3228000000
SGD/PLN,3.3491000000
SGD/THB,26.5565000000
SGD/ILS,2.5260000000
SGD/IDR,11208.8600000000
SGD/CZK,17.4241000000
SGD/AED,2.6163000000
SGD/TRY,13.2253000000
SGD/HUF,287.6977000000
SGD/CLP,658.8000000000
SGD/SAR,2.6767000000
SEK/USD,0.0918000000
SEK/EUR,0.0921000000
SEK/JPY,13.4508000000
SEK/GBP,0.0806300000
SEK/CNY,0.6591000000
SEK/AUD,0.1419000000
SEK/CAD,0.1237000000
SEK/CHF,0.0912000000
SEK/HKD,0.7202000000
SEK/SGD,0.1288000000
SEK/KRW,128.7630000000
SEK/NOK,0.9384000000
SEK/NZD,0.1549000000
SEK/INR,7.5207000000
SEK/MXN,1.7896000000
SEK/TWD,2.9362000000
SEK/ZAR,1.6416000000
SEK/BRL,0.4639000000
SEK/DKK,0.6856000000
SEK/PLN,0.4314000000
SEK/THB,3.4207000000
SEK/ILS,0.3254000000
SEK/IDR,1443.8200000000
SEK/CZK,2.2444000000
SEK/AED,0.3370000000
SEK/TRY,1.7036000000
SEK/HUF,37.0584000000
SEK/CLP,84.8608000000
SEK/SAR,0.3448000000
KRW/USD,0.0007118000
KRW/EUR,0.0007144000
KRW/JPY,0.1043000000
KRW/GBP,0.0006255000
KRW/CNY,0.0051100000
KRW/AUD,0.0011000000
KRW/CAD,0.0009593000
KRW/CHF,0.0007074000
KRW/HKD,0.0055870000
KRW/SGD,0.0009988000
KRW/SEK,0.0077500000
KRW/NOK,0.0072800000
KRW/NZD,0.0012010000
KRW/INR,0.0583400000
KRW/MXN,0.0138800000
KRW/TWD,0.0228000000
KRW/ZAR,0.0127300000
KRW/BRL,0.0035990000
KRW/DKK,0.0053190000
KRW/PLN,0.0033460000
KRW/THB,0.0265400000
KRW/ILS,0.0025240000
KRW/IDR,11.2000000000
KRW/CZK,0.0174100000
KRW/AED,0.0026000000
KRW/TRY,0.0132200000
KRW/HUF,0.2875000000
KRW/CLP,0.6583000000
KRW/SAR,0.0026750000
NOK/USD,0.0977500000
NOK/EUR,0.0981000000
NOK/JPY,14.3294000000
NOK/GBP,0.0859000000
NOK/CNY,0.7021000000
NOK/AUD,0.1511000000
NOK/CAD,0.1317000000
NOK/CHF,0.0971000000
NOK/HKD,0.7673000000
NOK/SGD,0.1372000000
NOK/SEK,1.0650000000
NOK/KRW,137.1740000000
NOK/NZD,0.1650000000
NOK/INR,8.0119000000
NOK/MXN,1.9065000000
NOK/TWD,3.1280000000
NOK/ZAR,1.7488000000
NOK/BRL,0.4942000000
NOK/DKK,0.7304000000
NOK/PLN,0.4596000000
NOK/THB,3.6442000000
NOK/ILS,0.3466000000
NOK/IDR,1538.1200000000
NOK/CZK,2.3910000000
NOK/AED,0.3590000000
NOK/TRY,1.8148000000
NOK/HUF,39.4790000000
NOK/CLP,90.4037000000
NOK/SAR,0.3673000000
NZD/USD,0.5921000000
NZD/EUR,0.5942000000
NZD/JPY,86.8000000000
NZD/GBP,0.5203000000
NZD/CNY,4.2528000000
NZD/AUD,0.9154000000
NZD/CAD,0.7980000000
NZD/CHF,0.5884000000
NZD/HKD,4.6476000000
NZD/SGD,0.8309000000
NZD/SEK,6.4510000000
NZD/KRW,830.8900000000
NZD/NOK,6.0554000000
NZD/INR,48.5300000000
NZD/MXN,11.5483000000
NZD/TWD,18.9466000000
NZD/ZAR,10.5930000000
NZD/BRL,2.9935000000
NZD/DKK,4.4243000000
NZD/PLN,2.7838000000
NZD/THB,22.0700000000
NZD/ILS,2.0996000000
NZD/IDR,9316.6900000000
NZD/CZK,14.4828000000
NZD/AED,2.1747000000
NZD/TRY,10.9928000000
NZD/HUF,239.1300000000
NZD/CLP,547.5918000000
NZD/SAR,2.2248000000
INR/USD,0.0122000000
INR/EUR,0.0122400000
INR/JPY,1.7876000000
INR/GBP,0.0107200000
INR/CNY,0.0875900000
INR/AUD,0.0188500000
INR/CAD,0.0164400000
INR/CHF,0.0121200000
INR/HKD,0.0957000000
INR/SGD,0.0171100000
INR/SEK,0.1329000000
INR/KRW,17.1129000000
INR/NOK,0.1247000000
INR/NZD,0.0205800000
INR/MXN,0.2378000000
INR/TWD,0.3902000000
INR/ZAR,0.2182000000
INR/BRL,0.0616500000
INR/DKK,0.0911000000
INR/PLN,0.0573300000
INR/THB,0.4546000000
INR/ILS,0.0432400000
INR/IDR,191.8900000000
INR/CZK,0.2983000000
INR/AED,0.0447900000
INR/TRY,0.2264000000
INR/HUF,4.9251000000
INR/CLP,11.2781000000
INR/SAR,0.0458200000
MXN/USD,0.0511500000
MXN/EUR,0.0513400000
MXN/JPY,7.4986000000
MXN/GBP,0.0449500000
MXN/CNY,0.3674000000
MXN/AUD,0.0790900000
MXN/CAD,0.0689500000
MXN/CHF,0.0508400000
MXN/HKD,0.4015000000
MXN/SGD,0.0717800000
MXN/SEK,0.5573000000
MXN/KRW,71.7840000000
MXN/NOK,0.5232000000
MXN/NZD,0.0863400000
MXN/INR,4.1927000000
MXN/TWD,1.6369000000
MXN/ZAR,0.9152000000
MXN/BRL,0.2586000000
MXN/DKK,0.3822000000
MXN/PLN,0.2405000000
MXN/THB,1.9070000000
MXN/ILS,0.1814000000
MXN/IDR,804.9046000000
MXN/CZK,1.2512000000
MXN/AED,0.1879000000
MXN/TRY,0.9497000000
MXN/HUF,20.6595000000
MXN/CLP,47.3085000000
MXN/SAR,0.1922000000
TWD/USD,0.0312200000
TWD/EUR,0.0313300000
TWD/JPY,4.5768000000
TWD/GBP,0.0274400000
TWD/CNY,0.2243000000
TWD/AUD,0.0482700000
TWD/CAD,0.0420800000
TWD/CHF,0.0310300000
TWD/HKD,0.2451000000
TWD/SGD,0.0438100000
TWD/SEK,0.3402000000
TWD/KRW,43.8131000000
TWD/NOK,0.3193000000
TWD/NZD,0.0526900000
TWD/INR,2.5590000000
TWD/MXN,0.6089000000
TWD/ZAR,0.5586000000
TWD/BRL,0.1579000000
TWD/DKK,0.2333000000
TWD/PLN,0.1468000000
TWD/THB,1.1639000000
TWD/ILS,0.1107000000
TWD/IDR,491.2700000000
TWD/CZK,0.7637000000
TWD/AED,0.1147000000
TWD/TRY,0.5797000000
TWD/HUF,12.6095000000
TWD/CLP,28.8750000000
TWD/SAR,0.1173000000
ZAR/USD,0.0558100000
ZAR/EUR,0.0560000000
ZAR/JPY,8.1813000000
ZAR/GBP,0.0490000000
ZAR/CNY,0.4009000000
ZAR/AUD,0.0863000000
ZAR/CAD,0.0752000000
ZAR/CHF,0.0555000000
ZAR/HKD,0.4381000000
ZAR/SGD,0.0783000000
ZAR/SEK,0.6081000000
ZAR/KRW,78.3191000000
ZAR/NOK,0.5708000000
ZAR/NZD,0.0942000000
ZAR/INR,4.5744000000
ZAR/MXN,1.0885000000
ZAR/TWD,1.7859000000
ZAR/BRL,0.2822000000
ZAR/DKK,0.4170000000
ZAR/PLN,0.2624000000
ZAR/THB,2.0806000000
ZAR/ILS,0.1979000000
ZAR/IDR,878.2600000000
ZAR/CZK,1.3651000000
ZAR/AED,0.2050000000
ZAR/TRY,1.0362000000
ZAR/HUF,22.5404000000
ZAR/CLP,51.6157000000
ZAR/SAR,0.2097000000
BRL/USD,0.1977000000
BRL/EUR,0.1984000000
BRL/JPY,28.9800000000
BRL/GBP,0.1737000000
BRL/CNY,1.4199000000
BRL/AUD,0.3056000000
BRL/CAD,0.2664000000
BRL/CHF,0.1965000000
BRL/HKD,1.5517000000
BRL/SGD,0.2774000000
BRL/SEK,2.1539000000
BRL/KRW,277.4180000000
BRL/NOK,2.0218000000
BRL/NZD,0.3337000000
BRL/INR,16.2031000000
BRL/MXN,3.8557000000
BRL/TWD,6.3259000000
BRL/ZAR,3.5368000000
BRL/DKK,1.4772000000
BRL/PLN,0.9294000000
BRL/THB,7.3700000000
BRL/ILS,0.7010000000
BRL/IDR,3110.6700000000
BRL/CZK,4.8360000000
BRL/AED,0.7261000000
BRL/TRY,3.6703000000
BRL/HUF,79.8400000000
BRL/CLP,182.8305000000
BRL/SAR,0.7428000000
DKK/USD,0.1338000000
DKK/EUR,0.1343000000
DKK/JPY,19.6154000000
DKK/GBP,0.1176000000
DKK/CNY,0.9611000000
DKK/AUD,0.2069000000
DKK/CAD,0.1804000000
DKK/CHF,0.1330000000
DKK/HKD,1.0503000000
DKK/SGD,0.1878000000
DKK/SEK,1.4579000000
DKK/KRW,187.7760000000
DKK/NOK,1.3685000000
DKK/NZD,0.2258000000
DKK/INR,10.9675000000
DKK/MXN,2.6098000000
DKK/TWD,4.2818000000
DKK/ZAR,2.3940000000
DKK/BRL,0.6765000000
DKK/PLN,0.6291000000
DKK/THB,4.9885000000
DKK/ILS,0.4745000000
DKK/IDR,2105.7500000000
DKK/CZK,3.2730000000
DKK/AED,0.4915000000
DKK/TRY,2.4843000000
DKK/HUF,54.0424000000
DKK/CLP,123.7530000000
DKK/SAR,0.5028000000
PLN/USD,0.2124000000
PLN/EUR,0.2131000000
PLN/JPY,31.1298000000
PLN/GBP,0.1866000000
PLN/CNY,1.5253000000
PLN/AUD,0.3283000000
PLN/CAD,0.2862000000
PLN/CHF,0.2110000000
PLN/HKD,1.6669000000
PLN/SGD,0.2980000000
PLN/SEK,2.3137000000
PLN/KRW,298.0000000000
PLN/NOK,2.1718000000
PLN/NZD,0.3584000000
PLN/INR,17.4054000000
PLN/MXN,4.1418000000
PLN/TWD,6.7953000000
PLN/ZAR,3.7992000000
PLN/BRL,1.0736000000
PLN/DKK,1.5868000000
PLN/THB,7.9168000000
PLN/ILS,0.7530000000
PLN/IDR,3341.4738000000
PLN/CZK,5.1943000000
PLN/AED,0.7800000000
PLN/TRY,3.9426000000
PLN/HUF,85.7656000000
PLN/CLP,196.4000000000
PLN/SAR,0.7979000000
THB/USD,0.0268100000
THB/EUR,0.0269100000
THB/JPY,3.9300000000
THB/GBP,0.0235600000
THB/CNY,0.1926000000
THB/AUD,0.0414500000
THB/CAD,0.0361300000
THB/CHF,0.0266400000
THB/HKD,0.2104000000
THB/SGD,0.0376200000
THB/SEK,0.2921000000
THB/KRW,37.6217000000
THB/NOK,0.2742000000
THB/NZD,0.0452500000
THB/INR,2.1974000000
THB/MXN,0.5229000000
THB/TWD,0.8579000000
THB/ZAR,0.4796000000
THB/BRL,0.1355000000
THB/DKK,0.2003000000
THB/PLN,0.1261000000
THB/ILS,0.0951000000
THB/IDR,421.8500000000
THB/CZK,0.6558000000
THB/AED,0.0985000000
THB/TRY,0.4977000000
THB/HUF,10.8276000000
THB/CLP,24.7940000000
THB/SAR,0.1007000000
ILS/USD,0.2816000000
ILS/EUR,0.2826000000
ILS/JPY,41.2778000000
ILS/GBP,0.2474000000
ILS/CNY,2.0225000000
ILS/AUD,0.4354000000
ILS/CAD,0.3795000000
ILS/CHF,0.2798000000
ILS/HKD,2.2103000000
ILS/SGD,0.3952000000
ILS/SEK,3.0679000000
ILS/KRW,395.1483000000
ILS/NOK,2.8798000000
ILS/NZD,0.4753000000
ILS/INR,23.0794000000
ILS/MXN,5.4920000000
ILS/TWD,9.0105000000
ILS/ZAR,5.0378000000
ILS/BRL,1.4236000000
ILS/DKK,2.1041000000
ILS/PLN,1.3239000000
ILS/THB,10.4976000000
ILS/IDR,4430.7700000000
ILS/CZK,6.8876000000
ILS/AED,1.0342000000
ILS/TRY,5.2279000000
ILS/HUF,113.7246000000
ILS/CLP,260.4200000000
ILS/SAR,1.0581000000
IDR/USD,0.0000635300
IDR/EUR,0.0000637900
IDR/JPY,0.0093130000
IDR/GBP,0.0000558200
IDR/CNY,0.0004563000
IDR/AUD,0.0000982200
IDR/CAD,0.0000856200
IDR/CHF,0.0000631300
IDR/HKD,0.0004987000
IDR/SGD,0.0000892000
IDR/SEK,0.0006920000
IDR/KRW,0.0891500000
IDR/NOK,0.0006497000
IDR/NZD,0.0001072000
IDR/INR,0.0052070000
IDR/MXN,0.0012390000
IDR/TWD,0.0020330000
IDR/ZAR,0.0011400000
IDR/BRL,0.0003000000
IDR/DKK,0.0004750000
IDR/PLN,0.0002987000
IDR/THB,0.0023680000
IDR/ILS,0.0002253000
IDR/CZK,0.0015540000
IDR/AED,0.0002333000
IDR/TRY,0.0012000000
IDR/HUF,0.0256600000
IDR/CLP,0.0587600000
IDR/SAR,0.0002387000
CZK/USD,0.0407700000
CZK/EUR,0.0409200000
CZK/JPY,5.9769000000
CZK/GBP,0.0358300000
CZK/CNY,0.2929000000
CZK/AUD,0.0630400000
CZK/CAD,0.0549500000
CZK/CHF,0.0405000000
CZK/HKD,0.3200000000
CZK/SGD,0.0572200000
CZK/SEK,0.4442000000
CZK/KRW,57.2164000000
CZK/NOK,0.4170000000
CZK/NZD,0.0688200000
CZK/INR,3.3418000000
CZK/MXN,0.7952000000
CZK/TWD,1.3047000000
CZK/ZAR,0.7295000000
CZK/BRL,0.2061000000
CZK/DKK,0.3047000000
CZK/PLN,0.1917000000
CZK/THB,1.5200000000
CZK/ILS,0.1446000000
CZK/IDR,641.5600000000
CZK/AED,0.1498000000
CZK/TRY,0.7570000000
CZK/HUF,16.4670000000
CZK/CLP,37.7080000000
CZK/SAR,0.1532000000
AED/USD,0.2723000000
AED/EUR,0.2732000000
AED/JPY,39.9227000000
AED/GBP,0.2392000000
AED/CNY,1.9555000000
AED/AUD,0.4209000000
AED/CAD,0.3669000000
AED/CHF,0.2706000000
AED/HKD,2.1370000000
AED/SGD,0.3821000000
AED/SEK,2.9662000000
AED/KRW,382.0500000000
AED/NOK,2.7843000000
AED/NZD,0.4595000000
AED/INR,22.3140000000
AED/MXN,5.3099000000
AED/TWD,8.7120000000
AED/ZAR,4.8707000000
AED/BRL,1.3764000000
AED/DKK,2.0343000000
AED/PLN,1.2800000000
AED/THB,10.1495000000
AED/ILS,0.9654000000
AED/IDR,4284.0000000000
AED/CZK,6.6592000000
AED/TRY,5.0545000000
AED/HUF,109.9534000000
AED/CLP,251.7800000000
AED/SAR,1.0230000000
TRY/USD,0.0538000000
TRY/EUR,0.0540000000
TRY/JPY,7.8934000000
TRY/GBP,0.0473000000
TRY/CNY,0.3868000000
TRY/AUD,0.0833000000
TRY/CAD,0.0726000000
TRY/CHF,0.0535000000
TRY/HKD,0.4227000000
TRY/SGD,0.0755600000
TRY/SEK,0.5867000000
TRY/KRW,75.5600000000
TRY/NOK,0.5507000000
TRY/NZD,0.0909000000
TRY/INR,4.4134000000
TRY/MXN,1.0502000000
TRY/TWD,1.7230000000
TRY/ZAR,0.9634000000
TRY/BRL,0.2722000000
TRY/DKK,0.4024000000
TRY/PLN,0.2532000000
TRY/THB,2.0074000000
TRY/ILS,0.1909000000
TRY/IDR,847.2797000000
TRY/CZK,1.3171000000
TRY/AED,0.1978000000
TRY/HUF,21.7500000000
TRY/CLP,49.8000000000
TRY/SAR,0.2023000000
HUF/USD,0.0024740000
HUF/EUR,0.0024830000
HUF/JPY,0.3626000000
HUF/GBP,0.0021740000
HUF/CNY,0.0178000000
HUF/AUD,0.0038200000
HUF/CAD,0.0033340000
HUF/CHF,0.0024580000
HUF/HKD,0.0194000000
HUF/SGD,0.0034710000
HUF/SEK,0.0269500000
HUF/KRW,3.4712000000
HUF/NOK,0.0253000000
HUF/NZD,0.0041750000
HUF/INR,0.2027000000
HUF/MXN,0.0482000000
HUF/TWD,0.0792000000
HUF/ZAR,0.0442500000
HUF/BRL,0.0125100000
HUF/DKK,0.0184800000
HUF/PLN,0.0116300000
HUF/THB,0.0922000000
HUF/ILS,0.0087700000
HUF/IDR,38.9220000000
HUF/CZK,0.0605000000
HUF/AED,0.0091000000
HUF/TRY,0.0459200000
HUF/CLP,2.2877000000
HUF/SAR,0.0093000000
CLP/USD,0.0010770000
CLP/EUR,0.0010810000
CLP/JPY,0.1578000000
CLP/GBP,0.0009462000
CLP/CNY,0.0077300000
CLP/AUD,0.0016650000
CLP/CAD,0.0014510000
CLP/CHF,0.0010700000
CLP/HKD,0.0084520000
CLP/SGD,0.0015110000
CLP/SEK,0.0117300000
CLP/KRW,1.5111000000
CLP/NOK,0.0110100000
CLP/NZD,0.0018170000
CLP/INR,0.0883000000
CLP/MXN,0.0210000000
CLP/TWD,0.0344600000
CLP/ZAR,0.0192700000
CLP/BRL,0.0054400000
CLP/DKK,0.0080460000
CLP/PLN,0.0050630000
CLP/THB,0.0401400000
CLP/ILS,0.0038200000
CLP/IDR,16.9430000000
CLP/CZK,0.0263400000
CLP/AED,0.0039550000
CLP/TRY,0.0199900000
CLP/HUF,0.4349000000
CLP/SAR,0.0040460000
SAR/USD,0.2661000000
SAR/EUR,0.2670000000
SAR/JPY,39.0000000000
SAR/GBP,0.2338000000
SAR/CNY,1.9110000000
SAR/AUD,0.4114000000
SAR/CAD,0.3586000000
SAR/CHF,0.2644000000
SAR/HKD,2.0884000000
SAR/SGD,0.3734000000
SAR/SEK,2.8988000000
SAR/KRW,373.3644000000
SAR/NOK,2.7210000000
SAR/NZD,0.4491000000
SAR/INR,21.8070000000
SAR/MXN,5.1893000000
SAR/TWD,8.5138000000
SAR/ZAR,4.7600000000
SAR/BRL,1.3451000000
SAR/DKK,1.9881000000
SAR/PLN,1.2509000000
SAR/THB,9.9189000000
SAR/ILS,0.9435000000
SAR/IDR,4187.0000000000
SAR/CZK,6.5079000000
SAR/AED,0.9772000000
SAR/TRY,4.9397000000
SAR/HUF,107.4551000000
SAR/CLP,246.0636000000
